event,step,tokens,tokens_b,loss,perplexity,lr,tokens_per_sec_window,source
train,3240,1711964160,1.711964,3.2818747386336327,,0.00038631038393586276,38114.3792495637,
train,3250,1717248000,1.717248,3.249606490135193,,0.00038618947334926934,38118.46177022351,
train,3260,1722531840,1.722532,3.202214367687702,,0.00038606805244635427,38108.80686520194,
train,3270,1727815680,1.727816,3.242470059543848,,0.00038594612159996346,38115.86209824367,
train,3280,1733099520,1.733100,3.2687548473477364,,0.00038582368118450874,38109.39540053916,
train,3290,1738383360,1.738383,3.281689442694187,,0.0003857007315759667,38107.80998115697,
train,3300,1743667200,1.743667,3.250137336552143,,0.0003855772731518774,38111.0974125585,
train,3310,1748951040,1.748951,3.230456478893757,,0.0003854533062913433,38112.9630437475,
train,3320,1754234880,1.754235,3.218709759414196,,0.0003853288313750282,38114.537814009615,
train,3330,1759518720,1.759519,3.3179493844509125,,0.0003852038487851561,38116.387655217084,
train,3340,1764802560,1.764803,3.2451407313346863,,0.00038507835890550966,38109.370105138005,
train,3350,1770086400,1.770086,3.2270500361919403,,0.0003849523621214293,38106.0620050712,
train,3360,1775370240,1.775370,3.2565551698207855,,0.0003848258588198122,38116.17171425003,
train,3370,1780654080,1.780654,3.173186905682087,,0.00038469884938911064,38106.928011939606,
train,3380,1785937920,1.785938,3.253030814230442,,0.00038457133421933125,38106.4306281361,
train,3390,1791221760,1.791222,3.2644906863570213,,0.0003844433137020336,38115.09342270196,
train,3400,1796505600,1.796506,3.2722372859716415,,0.00038431478823032885,38118.16568841101,
train,3410,1801789440,1.801789,3.269759625196457,,0.000384185758198879,38118.21636816469,
train,3420,1807073280,1.807073,3.2327214181423187,,0.00038405622400389516,38112.84296670969,
train,3430,1812357120,1.812357,3.25476798415184,,0.0003839261860431367,38116.782569981144,
train,3440,1817640960,1.817641,3.1926949471235275,,0.00038379564471590987,38108.28983935845,
train,3450,1822924800,1.822925,3.2387806698679924,,0.0003836646004230666,38110.453577883076,
train,3460,1828208640,1.828209,3.2181871086359024,,0.00038353305356700313,38121.95255177699,
train,3470,1833492480,1.833492,3.258437730371952,,0.00038340100455165924,38117.98486834404,
train,3480,1838776320,1.838776,3.1957824379205704,,0.0003832684537825165,38112.15542225817,
train,3490,1844060160,1.844060,3.2535989582538605,,0.000383135401666597,38112.178165228914,
train,3500,1849344000,1.849344,3.2391676008701324,,0.0003830018486124627,38111.03161249554,
eval,3500,1849344000,1.849344,3.238673895597458,25.499883807808192,,,
train,3510,1854627840,1.854628,3.222359225153923,,0.00038286779503021354,32424.356480006405,
train,3520,1859911680,1.859912,3.2554832622408867,,0.0003827332413314865,38078.385077381994,
train,3530,1865195520,1.865196,3.1784007102251053,,0.00038259818792945417,38079.59012356758,
train,3540,1870479360,1.870479,3.2192656733095646,,0.00038246263523882375,38074.49710223884,
train,3550,1875763200,1.875763,3.244053840637207,,0.0003823265836758355,38068.16187248068,
train,3560,1881047040,1.881047,3.196631208062172,,0.0003821900336582616,38071.138939616554,
train,3570,1886330880,1.886331,3.2363681942224503,,0.00038205298560540466,38064.16536690715,
train,3580,1891614720,1.891615,3.2176452055573463,,0.00038191543993809684,38073.51430922866,
train,3590,1896898560,1.896899,3.2115533500909805,,0.00038177739707869824,38070.435764635535,
train,3600,1902182400,1.902182,3.2119007408618927,,0.0003816388574510956,38063.55090113131,
train,3610,1907466240,1.907466,3.1630098558962345,,0.00038149982148070116,38062.63201794997,
train,3620,1912750080,1.912750,3.2084375768899918,,0.0003813602895944513,38062.61194892764,
train,3630,1918033920,1.918034,3.213718980550766,,0.00038122026222080506,38065.80057403978,
train,3640,1923317760,1.923318,3.233403228223324,,0.00038107973978974323,38066.59563974162,
train,3650,1928601600,1.928602,3.180549420416355,,0.0003809387227327665,38065.59697456257,
train,3660,1933885440,1.933885,3.1781055778265,,0.00038079721148289434,38042.681637172616,
train,3670,1939169280,1.939169,3.2301868870854378,,0.0003806552064746642,35938.35466709188,
train,3680,1944453120,1.944453,3.2372725680470467,,0.00038051270814412933,38105.68087492913,
train,3690,1949736960,1.949737,3.15318201482296,,0.00038036971692885784,38094.25666989065,
train,3700,1955020800,1.955021,3.1889066323637962,,0.00038022623326793145,38097.403773308564,
train,3710,1960304640,1.960305,3.1831641905009747,,0.0003800822576019438,38110.34741016643,
train,3720,1965588480,1.965588,3.169253885746002,,0.0003799377903729998,38103.667504736986,
train,3730,1970872320,1.970872,3.1643452011048794,,0.0003797928320247133,37906.52801362446,
train,3740,1976156160,1.976156,3.2036608308553696,,0.00037964738300220644,38117.75120782509,
train,3750,1981440000,1.981440,3.2063593193888664,,0.00037950144375210805,38114.044164425606,
train,3760,1986723840,1.986724,3.169130101799965,,0.0003793550147225524,38113.863383458745,
train,3770,1992007680,1.992008,3.1512913815677166,,0.0003792080963631775,38110.87582978611,
train,3780,1997291520,1.997292,3.1716303303837776,,0.0003790606891251241,38108.445011167336,
train,3790,2002575360,2.002575,3.1538862884044647,,0.00037891279346103404,38113.15456556684,
train,3800,2007859200,2.007859,3.1750938296318054,,0.0003787644098250492,38117.87190584433,
train,3810,2013143040,2.013143,3.1564111560583115,,0.00037861553867280954,38121.24205594996,
train,3820,2018426880,2.018427,3.2457519844174385,,0.0003784661804614522,35452.79373005317,
train,3830,2023710720,2.023711,3.204722508788109,,0.00037831633564961006,38088.75098080286,
train,3840,2028994560,2.028995,3.2091095447540283,,0.00037816600469740987,38083.539608474166,
train,3850,2034278400,2.034278,3.1806459426879883,,0.0003780151880664714,38076.94393758634,
train,3860,2039562240,2.039562,3.1869154945015907,,0.0003778638862199058,38079.25931384904,
train,3870,2044846080,2.044846,3.1743656620383263,,0.00037771209962231413,38078.817218141274,
train,3880,2050129920,2.050130,3.1650611087679863,,0.00037755982873978586,38080.29991824603,
train,3890,2055413760,2.055414,3.1906948685646057,,0.0003774070740398977,38077.585790035446,
train,3900,2060697600,2.060698,3.1197810657322407,,0.0003772538359917119,38075.5185412206,
train,3910,2065981440,2.065981,3.1640854701399803,,0.000377100115065775,38077.65396073398,
train,3920,2071265280,2.071265,3.2351693212985992,,0.0003769459117341164,38073.15050880308,
train,3930,2076549120,2.076549,3.1674779504537582,,0.0003767912264702464,38073.25718886188,
train,3940,2081832960,2.081833,3.1956935301423073,,0.0003766360597491557,38078.529341298796,
train,3950,2087116800,2.087117,3.185156062245369,,0.0003764804120473131,38074.6637732666,
train,3960,2092400640,2.092401,3.1671904250979424,,0.00037632428384266447,38070.26468358006,
train,3970,2097684480,2.097684,3.176018014550209,,0.000376167675614631,38072.81647523238,
train,3980,2102968320,2.102968,3.1434826478362083,,0.00037601058784410805,38079.59287161542,
train,3990,2108252160,2.108252,3.184213064610958,,0.00037585302101346337,38077.64120324304,
train,4000,2113536000,2.113536,3.1147745847702026,,0.00037569497560653597,38075.76777672487,
eval,4000,2113536000,2.113536,3.195705909281969,24.427411143801695,,,
train,4010,2118819840,2.118820,3.2118329107761383,,0.00037553645210863405,32497.575306799878,
train,4020,2124103680,2.124104,3.17219065874815,,0.00037537745100653424,38109.32338081951,
train,4030,2129387520,2.129388,3.1654213815927505,,0.0003752179727884796,38113.93764896383,
train,4040,2134671360,2.134671,3.15266465395689,,0.0003750580179441782,38108.36021695639,
train,4050,2139955200,2.139955,3.1365751437842846,,0.00037489758696480186,38105.79173407071,
train,4060,2145239040,2.145239,3.138716772198677,,0.00037473668034298423,38108.99565849012,
train,4070,2150522880,2.150523,3.193920224905014,,0.0003745752985728197,38097.10919735531,
train,4080,2155806720,2.155807,3.159599620848894,,0.0003744134421498616,38108.62882062496,
train,4090,2161090560,2.161091,3.1508185639977455,,0.0003742511115711209,38103.13371658352,
train,4100,2166374400,2.166374,3.1515501514077187,,0.0003740883073350643,38100.12708109101,
train,4110,2171658240,2.171658,3.1428258046507835,,0.0003739250299416132,38099.162810087415,
train,4120,2176942080,2.176942,3.1013350151479244,,0.00037376127989214176,38103.069057693865,
train,4130,2182225920,2.182226,3.147068165242672,,0.0003735970576894757,38108.22725986911,
train,4140,2187509760,2.187510,3.1469105035066605,,0.0003734323638378903,38087.982874682624,
train,4150,2192793600,2.192794,3.1778639405965805,,0.00037326719884310945,38095.801670421366,
train,4160,2198077440,2.198077,3.1844274029135704,,0.00037310156321230354,38100.40061230534,
train,4170,2203361280,2.203361,3.156545050442219,,0.0003729354574540882,38100.16697081515,
train,4180,2208645120,2.208645,3.1540551260113716,,0.00037276888207852274,38093.38266134675,
train,4190,2213928960,2.213929,3.162338636815548,,0.00037260183759710844,38099.63269124592,
train,4200,2219212800,2.219213,3.2093022987246513,,0.00037243432452278705,38099.16366154823,
train,4210,2224496640,2.224497,3.1825119629502296,,0.0003722663433699393,38102.56607536469,
train,4220,2229780480,2.229780,3.112300008535385,,0.00037209789465438324,38094.441128272425,
train,4230,2235064320,2.235064,3.1089934781193733,,0.00037192897889337255,38096.689411571795,
train,4240,2240348160,2.240348,3.1717293858528137,,0.0003717595966055952,38102.80583866341,
train,4250,2245632000,2.245632,3.1345129162073135,,0.0003715897483111716,38099.21396330063,
train,4260,2250915840,2.250916,3.1544153094291687,,0.0003714194345316532,38094.61524238455,
train,4270,2256199680,2.256200,3.1478487700223923,,0.00037124865579002083,38103.586531492234,
train,4280,2261483520,2.261484,3.1588808447122574,,0.00037107741261068296,38104.928858136234,
train,4290,2266767360,2.266767,3.1092536076903343,,0.00037090570551947426,38091.57295994803,
train,4300,2272051200,2.272051,3.1597899049520493,,0.000370733535043654,38096.97743208513,
train,4310,2277335040,2.277335,3.1347606629133224,,0.00037056090171190434,38105.50063192163,
train,4320,2282618880,2.282619,3.1913488879799843,,0.00037038780605432855,38103.822180314,
train,4330,2287902720,2.287903,3.137638099491596,,0.0003702142486024499,38105.02955774021,
train,4340,2293186560,2.293187,3.149956129491329,,0.00037004022988920937,38110.48411759507,
train,4350,2298470400,2.298470,3.1529854238033295,,0.0003698657504489644,38100.42792634199,
train,4360,2303754240,2.303754,3.2093328908085823,,0.0003696908108174873,38103.41371110639,
train,4370,2309038080,2.309038,3.0786142013967037,,0.00036951541153196335,38094.50752586944,
train,4380,2314321920,2.314322,3.0763603150844574,,0.0003693395531309895,38105.43720985126,
train,4390,2319605760,2.319606,3.129272885620594,,0.00036916323615457223,38103.39825037495,
train,4400,2324889600,2.324890,3.185675375163555,,0.00036898646114412627,38101.36946578195,
train,4410,2330173440,2.330173,3.151022180914879,,0.0003688092286424729,38107.85709492577,
train,4420,2335457280,2.335457,3.121545858681202,,0.0003686315391938381,38098.77448242715,
train,4430,2340741120,2.340741,3.1445004791021347,,0.0003684533933438512,35546.7501127347,
train,4440,2346024960,2.346025,3.1243709325790405,,0.0003682747916395425,38116.147983181865,
train,4450,2351308800,2.351309,3.1324189715087414,,0.0003680957346293428,38112.2744462905,
train,4460,2356592640,2.356593,3.195508934557438,,0.00036791622286308056,38117.37220396733,
train,4470,2361876480,2.361876,3.181897357106209,,0.0003677362568919805,38109.3217425215,
train,4480,2367160320,2.367160,3.173245944082737,,0.0003675558372686626,38114.509234293124,
train,4490,2372444160,2.372444,3.128476068377495,,0.00036737496454713927,38116.978063684255,
train,4500,2377728000,2.377728,3.1292107179760933,,0.0003671936392828148,38109.10883051101,
eval,4500,2377728000,2.377728,3.159155212342739,23.550692188953672,,,
train,4510,2383011840,2.383012,3.0556395947933197,,0.00036701186203248265,30296.53957035611,
train,4520,2388295680,2.388296,3.1138311997056007,,0.0003668296333543245,38088.80380805693,
train,4530,2393579520,2.393580,3.0821575820446014,,0.0003666469538079079,38076.54723112496,
train,4540,2398863360,2.398863,3.1630271822214127,,0.00036646382395418524,38079.37466476555,
train,4550,2404147200,2.404147,3.102767139673233,,0.0003662802443554915,38074.867665986276,
train,4560,2409431040,2.409431,3.1087621971964836,,0.00036609621557554255,38077.172518578795,
train,4570,2414714880,2.414715,3.112999841570854,,0.0003659117381794339,38075.53522223514,
train,4580,2419998720,2.419999,3.17306587100029,,0.0003657268127336381,38071.93651745624,
train,4590,2425282560,2.425283,3.089623164385557,,0.00036554143980600416,38074.166446414514,
train,4600,2430566400,2.430566,3.090679172426462,,0.00036535561996575456,38091.213069860874,
train,4610,2435850240,2.435850,3.1635584756731987,,0.00036516935378348464,38084.703290970494,
train,4620,2441134080,2.441134,3.1602699905633926,,0.00036498264183115986,38110.223614112976,
train,4630,2446417920,2.446418,3.139835335314274,,0.0003647954846821148,38093.5959214945,
train,4640,2451701760,2.451702,3.103849459439516,,0.00036460788291105105,38103.36287417226,
train,4650,2456985600,2.456986,3.1603504195809364,,0.0003644198370940354,38101.08432651716,
train,4660,2462269440,2.462269,3.137820601463318,,0.0003642313478084981,38109.86533753107,
train,4670,2467553280,2.467553,3.1121724024415016,,0.00036404241563323163,38105.88765526692,
train,4680,2472837120,2.472837,3.0831666216254234,,0.00036385304114838773,38095.27759774949,
train,4690,2478120960,2.478121,3.1616695672273636,,0.0003636632249354769,38075.618431278934,
train,4700,2483404800,2.483405,3.1705468334257603,,0.0003634729675773657,38076.463429250936,
train,4710,2488688640,2.488689,3.085027314722538,,0.00036328226965827567,38081.600688287275,
train,4720,2493972480,2.493972,3.1635837852954865,,0.0003630911317637808,38078.22210299776,
train,4730,2499256320,2.499256,3.132105864584446,,0.00036289955448080634,38086.51469599317,
train,4740,2504540160,2.504540,3.085651010274887,,0.00036270753839762665,38107.66798528721,
train,4750,2509824000,2.509824,3.1231969632208347,,0.0003625150841038636,38089.638327913155,
train,4760,2515107840,2.515108,3.12295338511467,,0.0003623221921904847,38084.25648764403,
train,4770,2520391680,2.520392,3.176424063742161,,0.00036212886324980104,38110.83552441238,
train,4780,2525675520,2.525676,3.183227028697729,,0.0003619350978754659,38109.23982780068,
train,4790,2530959360,2.530959,3.0835836604237556,,0.00036174089666247256,38114.39773447871,
train,4800,2536243200,2.536243,3.1328312754631042,,0.00036154626020715283,38102.42962126085,
train,4810,2541527040,2.541527,3.122961327433586,,0.00036135118910717484,38104.40695837139,
train,4820,2546810880,2.546811,3.0998669862747192,,0.0003611556839615414,38112.08883204456,
train,4830,2552094720,2.552095,3.1307984739542007,,0.0003609597453705883,38105.25821398974,
train,4840,2557378560,2.557379,3.089668933302164,,0.00036076337393598195,38101.87300607585,
train,4850,2562662400,2.562662,3.0763075947761536,,0.0003605665702607183,38107.18276973144,
train,4860,2567946240,2.567946,3.0995544120669365,,0.00036036933494912023,38090.17344013419,
train,4870,2573230080,2.573230,3.095832269638777,,0.00036017166860683635,38109.26564728268,
train,4880,2578513920,2.578514,3.135773930698633,,0.0003599735718408386,38093.35136331292,
train,4890,2583797760,2.583798,3.113923817873001,,0.00035977504525942067,38102.40957575712,
train,4900,2589081600,2.589082,3.1189439222216606,,0.0003595760894721962,37874.764813218,
train,4910,2594365440,2.594365,3.1069050058722496,,0.00035937670509009667,38070.729797442356,
train,4920,2599649280,2.599649,3.1540443897247314,,0.00035917689272536965,38064.97232874328,
train,4930,2604933120,2.604933,3.1135506629943848,,0.00035897665299157693,38074.08481357568,
train,4940,2610216960,2.610217,3.1660165265202522,,0.0003587759865035926,38070.48566356635,
train,4950,2615500800,2.615501,3.102926768362522,,0.00035857489387760135,38065.85287997322,
train,4960,2620784640,2.620785,3.1002001352608204,,0.00035837337573109597,38066.834558243914,
train,4970,2626068480,2.626068,3.140562981367111,,0.0003581714326828764,38080.73301853947,
train,4980,2631352320,2.631352,3.1246735639870167,,0.00035796906535304706,38077.31664246413,
train,4990,2636636160,2.636636,3.1308509185910225,,0.0003577662743630152,38075.564528523544,
train,5000,2641920000,2.641920,3.0911819487810135,,0.0003575630603354891,38077.30002531049,
eval,5000,2641920000,2.641920,3.1316047869622707,22.910716876498867,,,
train,5010,2647203840,2.647204,3.0915150493383408,,0.00035735942389447596,32102.80194323337,
train,5020,2652487680,2.652488,3.1055411100387573,,0.0003571553656652801,38111.81886878891,
train,5030,2657771520,2.657772,3.151074193418026,,0.00035695088627450114,38102.34275756368,
train,5040,2663055360,2.663055,3.166259214282036,,0.00035674598635003176,38098.66667689414,
train,5050,2668339200,2.668339,3.140967108309269,,0.00035654066652105615,35744.236621106495,
train,5060,2673623040,2.673623,3.1546152532100677,,0.0003563349274180478,38109.19461102563,
train,5070,2678906880,2.678907,3.111861936748028,,0.00035612876967276757,38112.79505408538,
train,5080,2684190720,2.684191,3.149385780096054,,0.0003559221939182621,38124.28075053023,
train,5090,2689474560,2.689475,3.0970968678593636,,0.0003557152007888614,38115.57503763224,
train,5100,2694758400,2.694758,3.1363101713359356,,0.00035550779092017703,38113.351464063984,
train,5110,2700042240,2.700042,3.097228080034256,,0.0003552999649491006,38110.4204823277,
train,5120,2705326080,2.705326,3.130932718515396,,0.00035509172351380104,38117.38302130559,
train,5130,2710609920,2.710610,3.073736809194088,,0.0003548830672537232,38117.81939129444,
train,5140,2715893760,2.715894,3.1002256721258163,,0.0003546739968095858,38109.73171460782,
train,5150,2721177600,2.721178,3.1529673114418983,,0.00035446451282337933,38121.62854665719,
train,5160,2726461440,2.726461,3.1660969331860542,,0.000354254615938364,38123.383000864946,
train,5170,2731745280,2.731745,3.1028874665498734,,0.0003540443067990682,38115.14979730644,
train,5180,2737029120,2.737029,3.1565194949507713,,0.00035383358605128596,38116.12182659676,
train,5190,2742312960,2.742313,3.1276714131236076,,0.0003536224543420754,38126.96172504189,
train,5200,2747596800,2.747597,3.1674260273575783,,0.0003534109123197565,38124.229595567194,
train,5210,2752880640,2.752881,3.141030713915825,,0.000353198960633909,38134.94332548337,
train,5220,2758164480,2.758164,3.1257880479097366,,0.0003529865999353711,38122.98289974356,
train,5230,2763448320,2.763448,3.111641936004162,,0.00035277383087623643,38119.56228291321,
train,5240,2768732160,2.768732,3.1075000911951065,,0.0003525606541098528,38125.02697276484,
train,5250,2774016000,2.774016,3.123460676521063,,0.0003523470702908199,38111.78616410459,
train,5260,2779299840,2.779300,3.1053865626454353,,0.00035213308007498746,38110.992552007876,
train,5270,2784583680,2.784584,3.1081850603222847,,0.00035191868411945304,38121.76835146951,
train,5280,2789867520,2.789868,3.1285885386168957,,0.0003517038830825601,38115.29073454723,
train,5290,2795151360,2.795151,3.077635444700718,,0.00035148867762389597,38114.48524309632,
train,5300,2800435200,2.800435,3.1485840156674385,,0.00035127306840429,38120.59853417922,
train,5310,2805719040,2.805719,3.153636150062084,,0.00035105705608581096,38111.8903736149,
train,5320,2811002880,2.811003,3.1220810934901237,,0.0003508406413317659,38122.41833927867,
train,5330,2816286720,2.816287,3.1161259301006794,,0.00035062382480669733,38111.019225855714,
train,5340,2821570560,2.821571,3.096177503466606,,0.00035040660717638143,38117.648080791165,
train,5350,2826854400,2.826854,3.1168949231505394,,0.0003501889891078264,38117.97300167737,
train,5360,2832138240,2.832138,3.107243575155735,,0.0003499709712692696,38122.000356277305,
train,5370,2837422080,2.837422,3.0975640155375004,,0.00034975255433017627,38138.19061396739,
train,5380,2842705920,2.842706,3.0819285102188587,,0.0003495337389612371,38119.273330712946,
train,5390,2847989760,2.847990,3.12739609926939,,0.0003493145258343662,38125.91732271096,
train,5400,2853273600,2.853274,3.0844781771302223,,0.0003490949156226992,38122.23544599663,
train,5410,2858557440,2.858557,3.080766849219799,,0.0003488749090005906,38139.34313336273,
train,5420,2863841280,2.863841,3.1522052884101868,,0.00034865450664361286,38127.97286175767,
train,5430,2869125120,2.869125,3.0989931225776672,,0.0003484337092285531,38129.48884737767,
train,5440,2874408960,2.874409,3.1099730767309666,,0.00034821251743341163,38122.417683509026,
train,5450,2879692800,2.879693,3.1143809519708157,,0.0003479909319374,38129.29807977017,
train,5460,2884976640,2.884977,3.091507636010647,,0.0003477689534209383,38120.39716760516,
train,5470,2890260480,2.890260,3.0978573113679886,,0.00034754658256565393,38115.0576970215,
train,5480,2895544320,2.895544,3.167807698249817,,0.00034732382005437865,38124.866484641934,
train,5490,2900828160,2.900828,3.1135538294911385,,0.00034710066657114705,38121.74284291649,
train,5500,2906112000,2.906112,3.1309551522135735,,0.0003468771228011944,38122.40305985161,
eval,5500,2906112000,2.906112,3.1042763255536556,22.29308020389807,,,
train,5510,2911395840,2.911396,3.0853517577052116,,0.00034665318943095415,31483.266949708915,
train,5520,2916679680,2.916680,3.1185584664344788,,0.0003464288671480563,38111.64138592574,
train,5530,2921963520,2.921964,3.1382851004600525,,0.00034620415664132493,38108.12942658714,
train,5540,2927247360,2.927247,3.1031833589076996,,0.0003459790586007762,38111.452763040405,
train,5550,2932531200,2.932531,3.0709756538271904,,0.00034575357371761657,38115.36847990843,
train,5560,2937815040,2.937815,3.1352028027176857,,0.00034552770268424005,38120.11030095642,
train,5570,2943098880,2.943099,3.023649148643017,,0.00034530144619422654,38120.76101908096,
train,5580,2948382720,2.948383,3.110588327050209,,0.0003450748049423397,38126.68879619463,
train,5590,2953666560,2.953667,3.0424861013889313,,0.00034484777962452413,38123.06867714922,
train,5600,2958950400,2.958950,3.113002546131611,,0.0003446203709379045,38123.437826062276,
train,5610,2964234240,2.964234,3.1173552200198174,,0.00034439257958078224,38127.295922258934,
train,5620,2969518080,2.969518,3.102699175477028,,0.000344164406252634,38122.63021963494,
train,5630,2974801920,2.974802,3.0454633831977844,,0.0003439358516541092,38128.89037616929,
train,5640,2980085760,2.980086,3.098324194550514,,0.0003437069164870281,38124.72613242577,
train,5650,2985369600,2.985370,3.125643253326416,,0.00034347760145437965,38121.01910932678,
train,5660,2990653440,2.990653,3.076867040246725,,0.0003432479072603192,35202.24957998877,
train,5670,2995937280,2.995937,3.109362330287695,,0.0003430178346101664,38121.52808717192,
train,5680,3001221120,3.001221,3.1283834278583527,,0.0003427873842104028,38119.03932657069,
train,5690,3006504960,3.006505,3.013213165104389,,0.00034255655676867033,38122.92682985903,
train,5700,3011788800,3.011789,3.100137636065483,,0.0003423253529937683,38119.73741355153,
train,5710,3017072640,3.017073,3.0994369611144066,,0.0003420937735956519,38116.19190534787,
train,5720,3022356480,3.022356,3.0896566286683083,,0.00034186181928542954,38129.39005208541,
train,5730,3027640320,3.027640,3.050951838493347,,0.000341629490775361,38129.79369902658,
train,5740,3032924160,3.032924,3.1150016635656357,,0.000341396788778855,38122.29603862856,
train,5750,3038208000,3.038208,3.039144165813923,,0.00034116371401046725,38107.94889830646,
train,5760,3043491840,3.043492,3.0455702394247055,,0.0003409302671858981,38122.114720342055,
train,5770,3048775680,3.048776,3.1127901151776314,,0.0003406964490219903,38121.82100805068,
train,5780,3054059520,3.054060,3.0369764640927315,,0.00034046226023672684,38113.869872666095,
train,5790,3059343360,3.059343,3.0658670738339424,,0.00034022770154922894,38123.84193722598,
train,5800,3064627200,3.064627,3.0998713597655296,,0.00033999277367975346,38124.854941616926,
train,5810,3069911040,3.069911,3.0843374021351337,,0.0003397574773496911,38127.14715621877,
train,5820,3075194880,3.075195,3.069420237094164,,0.0003395218132815639,38119.14121538457,
train,5830,3080478720,3.080479,3.0373388715088367,,0.0003392857821990231,38121.96147002858,
train,5840,3085762560,3.085763,3.1125790178775787,,0.0003390493848268469,38119.33227477027,
train,5850,3091046400,3.091046,3.069954749196768,,0.0003388126218909383,38121.307694555624,
train,5860,3096330240,3.096330,3.0977384597063065,,0.00033857549411832295,38113.028260577994,
train,5870,3101614080,3.101614,3.0615390986204147,,0.0003383380022371465,38116.612579937,
train,5880,3106897920,3.106898,3.0547239929437637,,0.0003381001469766729,38119.102990624146,
train,5890,3112181760,3.112182,3.0494600608944893,,0.00033786192906728205,38127.02777690268,
train,5900,3117465600,3.117466,3.0487198531627655,,0.000337623349240467,38110.96233916881,
train,5910,3122749440,3.122749,3.089678328484297,,0.0003373844082288326,38108.57141683923,
train,5920,3128033280,3.128033,3.090289119631052,,0.00033714510676609245,38115.68811762641,
train,5930,3133317120,3.133317,3.11814384162426,,0.0003369054455870672,38124.14361618859,
train,5940,3138600960,3.138601,3.1027790009975433,,0.00033666542542768195,38116.195904236665,
train,5950,3143884800,3.143885,3.115799240767956,,0.0003364250470249641,38118.663181915064,
train,5960,3149168640,3.149169,3.026526339352131,,0.00033618431111704126,38118.995070016186,
train,5970,3154452480,3.154452,3.0484109930694103,,0.00033594321844313864,38120.86029423449,
train,5980,3159736320,3.159736,3.010871149599552,,0.0003357017697435771,38119.43527978414,
train,5990,3165020160,3.165020,3.0596414543688297,,0.0003354599657597707,38126.418035748706,
train,6000,3170304000,3.170304,3.080175820738077,,0.0003352178072342245,38116.4116488089,
eval,6000,3170304000,3.170304,3.0827994495630264,21.819399285298907,,,
train,6010,3175587840,3.175588,3.0616007521748543,,0.0003349752949105322,29292.227359217937,
train,6020,3180871680,3.180872,3.013152752071619,,0.00033473242953337373,38117.284550974044,
train,6030,3186155520,3.186156,3.109304178506136,,0.00033448921184851365,38113.30938372156,
train,6040,3191439360,3.191439,3.0348925665020943,,0.00033424564260279785,38103.20335451863,
train,6050,3196723200,3.196723,3.0343115031719208,,0.000334001722544152,38101.311035793995,
train,6060,3202007040,3.202007,3.0627373829483986,,0.0003337574524215788,37863.30008568281,
train,6070,3207290880,3.207291,3.059599082916975,,0.00033351283298515617,38074.680126468025,
train,6080,3212574720,3.212575,3.0530953407287598,,0.00033326786498603445,38075.07587822598,
train,6090,3217858560,3.217859,3.032884854823351,,0.0003330225491764344,38094.1109117087,
train,6100,3223142400,3.223142,3.0837874710559845,,0.0003327768863096448,38096.643700667475,
train,6110,3228426240,3.228426,3.053321201354265,,0.00033253087714002006,38097.41484127999,
train,6120,3233710080,3.233710,3.0193239897489548,,0.00033228452242297794,38103.55338235054,
train,6130,3238993920,3.238994,3.0761755630373955,,0.00033203782291499757,38107.254650310955,
train,6140,3244277760,3.244278,3.047957915812731,,0.0003317907793736165,38098.560574838906,
train,6150,3249561600,3.249562,3.0257961452007294,,0.00033154339255742884,38107.116196893294,
train,6160,3254845440,3.254845,3.048901878297329,,0.0003312956632260828,38106.94190296597,
train,6170,3260129280,3.260129,3.0376780666410923,,0.00033104759214027817,38101.81830839165,
train,6180,3265413120,3.265413,3.1072011813521385,,0.00033079918006176444,38114.38731213081,
train,6190,3270696960,3.270697,3.020111970603466,,0.000330550427753338,38113.357101001646,
train,6200,3275980800,3.275981,3.0657401643693447,,0.00033030133597884,38123.77799501561,
train,6210,3281264640,3.281265,3.080411449074745,,0.00033005190550315405,38115.88497674745,
train,6220,3286548480,3.286548,3.080076813697815,,0.0003298021370922038,38104.851745006235,
train,6230,3291832320,3.291832,3.055616647005081,,0.00032955203151295055,38110.03808537674,
train,6240,3297116160,3.297116,3.0269046165049076,,0.0003293015895333909,38111.25942324367,
train,6250,3302400000,3.302400,3.062961183488369,,0.0003290508119225546,38108.6494624395,
train,6260,3307683840,3.307684,3.059862144291401,,0.0003287996994505017,38104.86832069943,
train,6270,3312967680,3.312968,3.0612305775284767,,0.0003285482528883208,35530.592868052365,
train,6280,3318251520,3.318252,2.9874701909720898,,0.0003282964730081264,38111.66747082194,
train,6290,3323535360,3.323535,3.0314047411084175,,0.0003280443605830563,38119.56457776328,
train,6300,3328819200,3.328819,2.988133016973734,,0.00032779191638726964,38123.24338094893,
train,6310,3334103040,3.334103,3.045543745160103,,0.00032753914119594405,38122.280628146545,
train,6320,3339386880,3.339387,3.0573576018214226,,0.0003272860357852739,38118.20292785466,
train,6330,3344670720,3.344671,3.0717558786273003,,0.00032703260093246747,38125.92191394184,
train,6340,3349954560,3.349955,3.030383415520191,,0.0003267788374157444,38122.5092291709,
train,6350,3355238400,3.355238,3.0453566536307335,,0.0003265247460143338,38126.018657992565,
train,6360,3360522240,3.360522,3.0442339591681957,,0.00032627032750847155,38127.91730196117,
train,6370,3365806080,3.365806,3.037479303777218,,0.000326015582679398,38123.83164087608,
train,6380,3371089920,3.371090,3.0582694858312607,,0.0003257605123093554,38118.426300481326,
